word,count
speech,84694
language,18600
data,17318
study,16244
model,16129
recognition,14118
learning,10663
performance,10126
method,9788
models,9602
paper,9594
based,9527
proposed,9396
features,8798
children,8424
analysis,8326
training,8199
neural,7374
methods,7336
noise,6358
approach,6346
speaker,6304
network,6186
task,6142
voice,6109
communication,6054
systems,5766
hearing,5735
social,5676
processing,5562
acoustic,5489
accuracy,5478
patients,5445
asr,5372
time,5175
compared,5164
studies,4963
propose,4935
quality,4934
english,4924
deep,4698
audio,4668
development,4591
word,4574
tasks,4567
hate,4548
participants,4536
speakers,4503
dataset,4214
detection,4064
signal,4035
automatic,3942
human,3917
languages,3884
rate,3846
improve,3842
perception,3794
people,3646
emotion,3644
auditory,3630
article,3629
feature,3623
classification,3595
attention,3562
clinical,3545
loss,3533
experiments,3500
including,3490
process,3449
target,3401
age,3336
content,3310
corpus,3274
findings,3248
input,3214
linguistic,3211
evaluation,3174
signals,3169
level,3159
provide,3145
intelligibility,3131
purpose,3115
acts,3090
students,3072
framework,3059
media,3001
conditions,2986
context,2975
trained,2948
approaches,2945
set,2938
control,2928
techniques,2894
sound,2879
differences,2876
measures,2844
experimental,2842
networks,2833
current,2829
types,2826
machine,2815
function,2809
frequency,2808
knowledge,2800
objective,2786
cognitive,2769
error,2667
support,2657
online,2655
design,2638
enhancement,2627
understanding,2618
production,2588
datasets,2552
algorithm,2519
natural,2513
effects,2513
role,2497
therapy,2496
assessment,2477
previous,2452
multiple,2450
terms,2444
state-of-the-art,2414
applications,2411
visual,2405
treatment,2396
spoken,2385
existing,2378
translation,2374
scores,2370
factors,2343
potential,2335
disorders,2326
source,2321
temporal,2321
demonstrate,2315
background,2313
users,2286
ability,2284
listening,2271
main,2260
developed,2256
characteristics,2252
representations,2247
technology,2234
individuals,2225
baseline,2211
effective,2200
form,2197
interaction,2195
identify,2188
addition,2172
result,2159
end-to-end,2158
conducted,2148
outcomes,2148
conclusions,2141
improvement,2132
abstract,2127
improved,2105
health,2105
investigate,2094
speeches,2090
emotional,2071
domain,2068
skills,2058
adults,2058
listeners,2057
impact,2053
specific,2052
representation,2045
applied,2042
complex,2035
performed,2034
public,2033
evidence,2030
aims,2030
strategies,2030
parameters,2020
evaluate,1999
memory,1993
future,1989
tts,1988
intervention,1981
discourse,1968
focus,1959
limited,1952
brain,1948
synthesis,1948
achieved,1931
range,1924
architecture,1921
individual,1919
common,1917
practice,1908
technique,1903
sentences,1895
speech-language,1890
review,1866
political,1860
achieve,1855
levels,1854
activity,1852
speaking,1846
challenge,1836
samples,1829
motor,1823
response,1820
included,1813
score,1794
evaluated,1793
education,1788
responses,1784
observed,1782
reported,1780
algorithms,1779
disease,1779
utterances,1773
structure,1772
aim,1736
relative,1730
application,1723
literature,1723
type,1720
field,1714
increased,1713
noisy,1705
covid-19,1698
reading,1694
life,1688
patterns,1683
vocal,1682
single,1674
analyzed,1672
semantic,1662
convolutional,1662
average,1658
identification,1655
finally,1651
cochlear,1613
collected,1604
functions,1603
environment,1599
experience,1596
standard,1595
sentence,1594
disorder,1577
challenges,1576
effectiveness,1568
