word,count
speech,84694
language,18599
data,17318
results,16364
study,16244
model,16129
can,14882
using,14863
recognition,14118
used,12638
learning,10663
performance,10126
research,10059
method,9788
models,9602
paper,9594
based,9527
also,9483
proposed,9396
system,9165
different,8853
use,8826
features,8798
two,8464
children,8424
analysis,8326
training,8199
information,7826
neural,7374
methods,7336
show,6787
however,6569
noise,6358
approach,6346
speaker,6304
one,6199
network,6186
task,6142
voice,6109
communication,6054
work,5873
systems,5766
hearing,5735
social,5676
processing,5562
acoustic,5489
accuracy,5478
patients,5445
asr,5372
time,5175
compared,5164
text,5046
studies,4963
propose,4935
quality,4934
english,4924
first,4831
may,4795
deep,4698
audio,4668
new,4601
development,4591
word,4574
tasks,4567
hate,4548
participants,4536
speakers,4503
words,4474
three,4423
well,4387
present,4304
dataset,4214
significant,4155
test,4136
detection,4064
group,4057
signal,4035
automatic,3942
human,3917
languages,3884
rate,3846
improve,3842
perception,3794
found,3707
=,3676
better,3654
people,3646
emotion,3644
auditory,3630
article,3629
feature,3623
classification,3595
attention,3562
various,3548
clinical,3545
loss,3533
2,3519
experiments,3500
1,3494
including,3490
years,3456
